0,4.688062,両手でペットボトルを握る,4
1,27.272312,Q.今はまあ、お一人暮らし,6
2,29.821937,A.そうですね,6
3,31.44727,まあ寮…,6
4,34.517395,Q.栗田谷アカデメイアからここまでどのくらい通学時間はかかりますかね,6
5,38.828854,俯く,4
6,41.795123,少し沈黙（考える,4
7,42.423631,A.えー、10分くらいかな,6
8,45.569381,Q.10分くらいは電車で,6
9,45.569381,A.そうです,6
10,45.569381,食い気味に発言,1
11,47.112589,Q.電車は何線使われてますか,6
12,49.499914,東横線,6
13,51.324581,Q.横浜までとかですかね,6
14,52.891664,A.そうですね,6
15,56.222039,まあ時間がない時は、まあ近くの（？）乗ったりとか,6
16,56.222039,左手でジェスチャー,4
17,59.661539,声小さくなる,1
18,62.872622,Q.栗田谷アカデメイアの暮らしはどうですか,6
19,65.464833,A.えー最悪です,6
20,66.876081,苦笑い,3
21,67.949083,笑う,3
22,68.811542,Q.何か問題とかありました？,6
23,70.837958,A.5まあとにかく大学の学生寮が治安が悪い,6
24,70.837958,食い気味に回答,1
25,72.320792,A.まあとにかく大学の学生寮が治安が悪い,6
26,73.162292,声のトーン上がる,1
27,78.03975,Q.寮ならではの問題かもしれないですね,6
28,79.94,A.そうですね,6
29,82.533456,参考になるのか…,6
30,82.971372,苦笑い,3
31,89.748872,Q.実際今アルバイトはされていますか,6
32,91.956914,A.してないです,6
33,91.956914,食いぎみ,1
34,94.608872,Q.まあ、その生活費って言うんですかね、日頃の生活はどのようにして賄われて,6
35,99.604497,A.はもう仕送りで,6
36,103.122247,Q.それは、ちなみに額とかはお聞きしても大丈夫ですか,6
37,106.032039,A.えーと月に5万,6
38,108.054622,少し言い淀む,1
39,110.090997,Q. そのあの5万を大体どんなものに使っているかっていうのを教えていただいていいですか,6
40,113.204289,ペットボトルを揺さぶる,4
41,116.154039,A.大体半分くらい食費に消えていって後は趣味の方の…に使ってます,6
42,124.467789,Q.趣味のものは例えば,6
43,125.732407,A.プラモデルですかね,6
44,125.732407,即答,1
45,125.732407,笑い,3
46,132.759198,Q.特にこれからも、アルバイトは特に考えてない感じですかね,6
47,136.401573,A.あーいやでもしよっかなーとは思ってます,6
48,136.401573,声のトーン上がる,1
49,136.401573,首を傾げる,4
50,138.635887,全然決めてないですけど,6
51,140.160699,声小さめ,1
52,141.315429,Q.ちなみにやるなら何がいいとかありますか,6
53,143.266345,A.接客業以外がいいんじゃないですか,6
54,145.100637,ペットボトルを握りなおす,4
55,146.693616,Q.あんまり接客業はお好きでない,6
56,147.696241,A.めんどくさそうなんで,6
57,147.867512,ペットボトルをひっかく,4
58,150.877158,Q.落ち着いた環境の方が好きなんですか,6
59,150.877158,A.そうですね,6
60,156.936637,Q.寮はこのままずっと住まわれる感じですか,6
61,158.364012,杉野のスマホが鳴ってしまう,1
62,160.144533,Q.寮はこのままずっと住まわれる感じですか,6
63,161.20097,手を開く,4
64,161.9042,A.いやわからないです,6
65,163.955658,Q.あれは年更新とかあるんですか,6
66,167.40295,A.そうなんですよね、なんか一応僕RAっていうのに応募して,6
67,170.429533,手とペットボトルでジェスチャー,4
68,171.319033,審査式になったので、まあ来年以降いるかわかんないですけど,6
69,174.789366,Q.まだそこらへんはちょっと考えてる,6
70,176.7982,A.そうですね,6
71,176.7982,目線がずれる？,5
72,176.7982,ペットボトルをいじり続けている,6
73,179.639492,Q.実際ぶっちゃけた話、出たいとか残りたいとかいうのは,6
74,185.015492,A.まあでも家賃が4万円ですっごい安いんで、まあー残りたいかな,6
75,187.7212,言い淀む,1
76,190.760532,俯く,4
77,191.054325,俯く,1
78,191.09724,家賃はやっぱり魅力的な…,6
79,192.307742,笑う,3
80,192.952992,俯く,4
