0,2.507833,手を組んでいる,5
1,10.607026,Q.住んでる場所からお伺いしてもいいですか,6
2,12.361458,食い気味に回答,1
3,14.063673,Q.川崎ですか,6
4,14.834125,少し笑っている？,3
5,14.965923,A.　はい,6
6,17.449081,Q. 学校までどのくらいかかりますか,6
7,19.864815,A. 学校までは１時間しないくらいで着きます,6
8,23.001931,Q.実家暮らしですか,6
9,23.850624,頷く,4
10,24.03181,A. はい,6
11,26.613017,Q. 交通費とかだとどのくらいかかりますか,6
12,27.851059,A.交通費だと、定期券で、えー６ヶ月で１８０００円くらいなのでそんなに高くは…ないかな,6
13,34.095748,結構安いですね,6
14,34.716934,A. はい,6
15,34.959916,頷く,4
16,38.152543,Q. 大体それで週に何回くらい学校に来ますか,6
17,39.852499,下を見る,5
18,41.809776,A. 週に3回くらいですね,6
19,43.362499,A.はい,6
20,46.583208,Q.今実家暮らし…ていうふうにさっき伺ったんですけど,6
21,49.052375,アルバイトで月に大体どのくらい稼いでますかね,6
22,52.404083,下を見る,4
23,53.43802,A.月…は大体8万円ぐらいですかね,6
24,57.546359,Q.そのお金って具体的になんかどれに何を使っているみたいなのってわかりますかね,6
25,58.033212,手を組み替える,4
26,63.915072,A.基本的にご飯とか友達と食べに行く時に使ったり,6
27,68.571379,あとなんか、欲しいものに、適度に（？）使ったりしてますね,6
28,72.092254,小さく頷く,4
29,75.572426,Q.遊びと買い物だと、割合的にいうとどのくらいですかね,6
30,76.077462,上を見上げる,4
31,76.077462,手を組み替える,4
32,78.249551,んー、遊び６ぐらいですかね,6
33,82.168011,俯き笑う,3
34,82.651004,Q.今実家暮らしだと思うんですけど、一人暮らしについてちょっと考えてたりとかってしますかね,6
35,85.057386,見上げる,4
36,86.817928,座り直す,4
37,89.433803,A.いや一人暮らしはしたいですね,6
38,91.567676,はい,6
39,92.611719,Q.一人暮らしするってなった時に、何がこう魅力ですかね,6
40,101.312469,考えながら話している感じ,1
41,101.312469,A.やっぱりそのー、自分のリズム、でまあ、1日を過ごせるっていうか、,6
42,102.042178,下を向きながら話す,1
43,103.651787,したい時に何でも好きなことができるっていうのが、やっぱり一番のメリットじゃないかなって思ってます,6
44,110.110162,Q.現段階の生活で、あのー改善したい点とか、あの今の生活に対する不満みたいなのってありますか,6
45,118.811752,A.やっぱり、あのー家族と同じリズムで生活しなければいけないので,6
46,123.734592,それで僕は多分遅くに帰ってきた時とかは静かにしないといけないし,6
47,123.734592,言い淀みながらも早口,1
48,127.428217,夜友達と電話するにしても、あのー親と親が隣なので、寝ているのを妨げないように,6
49,135.671508,しないといけないとか、あとご飯とかを「今日いらないよ」とか毎回LINEしなきゃいけないとかが、まあ面倒くさいかなと思います,6
